Id,SalePrice
1461,120961.48860553683
1462,166294.36752912274
1463,185929.690760229
1464,186177.03371904595
1465,186586.0367824494
1466,172272.99091389752
1467,168317.7764336159
1468,163849.16736695787
1469,186686.32361369464
1470,129137.34595822656
1471,193843.17892666286
1472,96708.8409037134
1473,97787.92656828344
1474,155204.91310342238
1475,129258.92591427223
1476,440055.32025315263
1477,280780.07222377736
1478,314738.6316507709
1479,244430.2538696879
1480,488742.00639465876
1481,334105.9124441392
1482,212278.27561443206
1483,160204.4865138251
1484,167397.11506178073
1485,174525.17233813112
1486,190819.60893794143
1487,371945.1429607355
1488,221669.54871344185
1489,209942.33725502968
1490,235827.07815076257
1491,190178.00432097714
1492,85192.8095365854
1493,193165.58188185171
1494,293137.73442050285
1495,285460.71875405405
1496,246283.26346616918
1497,183483.92532614517
1498,163516.6595522296
1499,161307.8805422674
1500,149309.09304705742
1501,180878.31144073966
1502,150027.10537645084
1503,302504.67999934935
1504,228118.4403603033
1505,229530.260935856
1506,188078.09895593068
1507,241184.78956116326
1508,193571.02389637154
1509,161803.76763602713
1510,149736.75936149724
1511,139457.40995172
1512,166166.92577401138
1513,153662.18946711483
1514,165486.0600741703
1515,202655.47605077166
1516,160130.7318607443
1517,160643.09148090633
1518,138331.56808848068
1519,230390.62602005847
1520,138579.97657146183
1521,136009.97681406484
1522,172194.67694328353
1523,113501.73080007054
1524,121058.18522477418
1525,125928.89690036382
1526,118846.43191996826
1527,104654.55166941769
1528,137460.42487068137
1529,148556.38545216277
1530,172274.9446497546
1531,108171.076535952
1532,94786.89805250985
1533,156633.15506523268
1534,123379.51593044988
1535,152267.9344587671
1536,113196.96914966428
1537,74899.13591050344
1538,197739.6015039594
1539,195696.19731552125
1540,93172.3790539152
1541,139266.40758632397
1542,137729.2377539461
1543,232004.5646331072
1544,75562.26454303703
1545,111660.22415754094
1546,134807.3418849429
1547,139378.69594643664
1548,136595.54302000348
1549,116928.81257166757
1550,147246.9912048035
1551,116376.22306606198
1552,149907.9801631438
1553,162734.7308944982
1554,116928.406234006
1555,173334.82720310718
1556,83511.79293262905
1557,109068.90109329968
1558,94225.25497082714
1559,72777.24314780909
1560,134043.84696319603
1561,137726.51663639402
1562,130888.36315566
1563,124778.6242503454
1564,155063.25363506118
1565,147836.933720987
1566,234084.65617839532
1567,69484.69480032942
1568,217049.69738936922
1569,142031.85890902966
1570,134172.3509874985
1571,117060.0183447986
1572,147504.74352251788
1573,275322.3046971968
1574,117309.53421195474
1575,231467.00862174496
1576,232514.93017911966
1577,198896.71130888312
1578,159365.09755914734
1579,144131.33909451228
1580,191350.50394490556
1581,160533.09493712088
1582,127180.33735840395
1583,330089.0445388644
1584,229403.46067157312
1585,140252.725378238
1586,80662.20042748403
1587,93509.90938853
1588,157651.8274630977
1589,92841.42804318148
1590,132049.4121607252
1591,94712.07294335961
1592,121771.71838532218
1593,130674.85823098244
1594,128974.94280447671
1595,106498.62045435158
1596,247438.74592057828
1597,191129.15087608848
1598,212366.61755651177
1599,183987.94906112825
1600,186367.0106131405
1601,74351.5267677941
1602,118482.98200888858
1603,69024.1774559601
1604,275146.43478502694
1605,242559.20515720712
1606,164778.323690777
1607,177521.18234130822
1608,217187.28261506913
1609,193205.60417907534
1610,148814.76263739052
1611,141768.03110996037
1612,171468.12804260963
1613,163564.95445418233
1614,131161.50860661114
1615,83957.04478541476
1616,59920.26836319734
1617,93296.1164390894
1618,127233.22307288462
1619,137510.17838576288
1620,157291.5445338687
1621,133518.6207831031
1622,150331.6093975896
1623,296548.1398889535
1624,216930.80679076072
1625,132217.1335043895
1626,170291.44369782976
1627,186740.09142182948
1628,277840.7035805283
1629,176744.4196936805
1630,406683.9233116904
1631,224495.75478878882
1632,248501.51891456725
1633,166318.27300291072
1634,185857.47903951744
1635,179295.2764337659
1636,155517.7856584275
1637,186577.3656885003
1638,201382.3410686933
1639,182352.1969322181
1640,244492.8055058713
1641,180921.2337580152
1642,227509.50759412764
1643,214136.07460671806
1644,223800.7815033862
1645,202099.05025983395
1646,160554.01739953182
1647,158728.26124742255
1648,133765.16304736337
1649,139534.2019041059
1650,114807.61935276729
1651,125237.19711985151
1652,95995.0007308478
1653,97318.25121433397
1654,149682.69390238257
1655,143016.52371299666
1656,146277.18472097875
1657,152042.45882350445
1658,143597.3677856641
1659,138127.86701297236
1660,154142.20240396386
1661,438969.17041426705
1662,451051.58377393754
1663,393850.4449326551
1664,397576.04503443727
1665,321924.9366588982
1666,288239.7391847797
1667,376825.8026585011
1668,338224.40147528664
1669,313189.09682121495
1670,372974.6109974288
1671,250534.81659383318
1672,459189.55875879864
1673,292662.7495770306
1674,242748.92815438562
1675,189906.77937792195
1676,193048.6072694147
1677,220524.55148470282
1678,474490.45059904264
1679,385687.56767156447
1680,339129.2456224602
1681,255947.09708753953
1682,288586.69402903086
1683,174770.67196201594
1684,165762.2572573491
1685,165267.13309180405
1686,169040.0810228252
1687,167054.76202138967
1688,181641.41347254431
1689,187215.41752349157
1690,183112.857447442
1691,178843.3288791082
1692,277116.1431807953
1693,164278.02437938817
1694,182884.33214577063
1695,163748.53272275958
1696,278292.607686311
1697,167166.63206751648
1698,374686.8705831542
1699,329997.98017180595
1700,251194.06836053048
1701,256794.13290203552
1702,260263.2815716474
1703,242403.0937469866
1704,286398.36781594297
1705,232902.02445675447
1706,441090.2814249047
1707,227261.59187606303
1708,212422.38338566283
1709,317140.8226862223
1710,220001.5179334544
1711,255002.58205428667
1712,231654.59792555854
1713,266253.81012749317
1714,221934.75072638612
1715,215838.32410287453
1716,173653.25178365433
1717,173301.82560596
1718,133258.64517343408
1719,197125.65610040096
1720,253511.8640505906
1721,168520.81056984866
1722,133530.54422877092
1723,159415.7555290798
1724,214629.68423025863
1725,248865.89959828433
1726,188310.11018163175
1727,153539.54194304222
1728,175357.95714277375
1729,167735.65151534902
1730,170653.84525688365
1731,124111.20931547001
1732,137469.256511371
1733,119040.46538445275
1734,118910.1256175006
1735,135130.50822409143
1736,117422.66457433725
1737,350911.4393718741
1738,216888.7373299948
1739,269539.19393344386
1740,234021.1346907424
1741,194613.94254937317
1742,175528.24290660943
1743,171998.9173770958
1744,306462.7365767957
1745,218049.22136786592
1746,210055.61049902713
1747,215864.4621864437
1748,230991.18289602606
1749,154693.7200600111
1750,129877.45226914002
1751,245061.292644205
1752,120906.71294917206
1753,150808.9017584985
1754,202083.34864069687
1755,161748.04899008997
1756,136424.76952532583
1757,122152.82396013997
1758,150347.45249478688
1759,161686.63745875482
1760,167528.28170974783
1761,148017.78602670407
1762,173219.7790517275
1763,173457.3362071776
1764,114180.92910783824
1765,168000.41310595517
1766,176810.8020466765
1767,215930.13386440347
1768,153684.0106624871
1769,174722.23388634712
1770,152472.8266107682
1771,138107.63746855385
1772,146718.7056471905
1773,132310.71922043368
1774,118071.78955652655
1775,141592.01085855532
1776,123988.2241319517
1777,112100.79675905139
1778,146643.1832619505
1779,114167.59896293942
1780,180495.64507442346
1781,131182.99066979397
1782,97509.06688658753
1783,140253.34761893275
1784,108431.9417914735
1785,131055.38719418555
1786,155190.98411654963
1787,148328.62965297626
1788,51354.66829018138
1789,100831.27282375211
1790,86696.94330448085
1791,177209.1195190681
1792,160949.00991034083
1793,122172.05747808794
1794,151550.15765409012
1795,128545.99669723804
1796,128676.06103942168
1797,116394.57116294678
1798,124005.54321927932
1799,112464.06614919436
1800,148696.31442987977
1801,134284.31906717297
1802,137838.7913859812
1803,150796.4633342033
1804,141790.31874624573
1805,137631.69055761228
1806,114786.55702244758
1807,132759.0635154322
1808,135907.14880552626
1809,120634.5431254274
1810,150405.40134121766
1811,88775.4298541614
1812,98671.34834773617
1813,127229.25741916239
1814,103806.98151181522
1815,49861.43934915691
1816,99680.40424943714
1817,110840.3965809881
1818,151072.16535358818
1819,125184.39927305633
1820,34032.113449945675
1821,120279.1381080001
1822,145832.4498894799
1823,40848.20473889596
1824,139634.16339030748
1825,131170.6104115464
1826,103134.18729985075
1827,104819.52634000643
1828,142794.87427958508
1829,116322.57527826351
1830,144536.80764349125
1831,168906.2323814106
1832,58115.36606876507
1833,144657.63867563842
1834,123784.8891920627
1835,142292.83468089177
1836,128904.20968372007
